rank,accountid,rating
590,MrGoose,9959
591,FTbeimi,9958
592,pplord,9956
593,Sokolof,9954
594,NewSoul,9953
595,Arbiter,9951
596,蹦繃繃,9949
597,wtybibi,9945
598,HyupC,9941
599,SillyHands,9941
600,greennugget,9934
601,Kmetsch,9932
602,CLDR,9930
603,Tossakun,9927
604,Liesicd,9922
605,doubleJ,9922
606,nilsson,9922
607,SepiaOgre,9921
608,MrPerfect,9919
609,Bamboo,9916
610,Strivesix,9915
611,DoDoDo,9914
612,SolarWind2,9914
613,robertpeng,9911
614,XinChen,9909
615,SilentSword,9909
616,solememory,9908
617,Overfly,9906
618,Stainal,9906
619,allpick,9905
620,勇敢的暗紅色鶴,9905
621,宅不宅,9903
622,Sonic,9901
623,merit,9898
624,TerraVinco,9898
625,Justino,9891
626,璐璐璐璐璐,9888
627,pray,9888
628,Stupazzz,9887
629,Shizaki,9887
630,fever,9886
631,kinglychee,9880
632,誠實的玉色幽光,9878
633,CHEEEEEESE,9877
634,,9874
635,IknowItsHard,9874
636,tony,9872
637,ector,9871
638,devalRDH,9867
639,Holst,9866
640,ikemkn,9865
641,Pocky,9864
642,anglus44,9858
643,FENGYUAN,9857
644,WorstLuck,9854
645,funcson,9850
646,DMW,9848
647,hawk,9848
648,ben,9843
649,Colcy,9842
650,airz29227,9842
651,AriesXu,9835
652,yangbruce,9833
653,Andrew,9832
654,Walka,9832
655,Maysa,9831
656,Xperhical,9830
657,Moorabi,9829
658,sanlang,9828
659,shiji,9825
660,罪碑曲奇没三连,9820
661,refuse,9819
662,nowhere,9817
663,WoLongFengCh,9816
664,Dalzik,9815
665,hubeiVigo,9812
666,saber,9812
667,sssyin,9810
668,Walter,9809
669,Blumenkranz,9809
670,Taylor,9809
671,Belief,9804
672,小小布丁,9802
673,狂飙的蜗牛,9798
674,Phainou,9793
675,自由的煙霧色老鷹,9786
676,SIKE,9783
677,spicypickle,9781
678,郝蔷,9778
679,yjames27,9775
680,Morandom,9769
681,Bishenke,9769
682,りおっと,9767
683,BillCuoZhan,9765
684,Furret,9756
685,huyaVv,9754
686,Theshamim,9747
687,TerryTsang,9743
688,Makeitfree,9742
689,JEFF,9740
690,jVwTfub,9733
691,CfioadenivR,9731
692,劉老師單身,9730
693,SilentStorm,9730
694,公平的夏洛,9729
695,AzureImp,9725
696,Stoven,9724
697,FurNate,9723
698,xiaohaiwudi,9722
699,lemononmars,9722
700,franchert,9722
701,罕見的暗紅色渡鴉,9720
702,kkum,9718
703,Hero,9713
704,wrap,9713
705,Daiteon,9711
706,DragonBeats,9709
707,PepperJelly,9707
708,Never1st,9704
709,DaLiu,9703
710,gg9867,9699
711,Gnomeron,9698
712,hillas,9698
713,mitchwinner,9694
714,暗影風暴,9691
715,Flaneur,9690
716,MastersOfSex,9687
717,TLSlysssa,9687
718,中原赛马王,9686
719,靖炘,9685
720,Carbonated,9679
721,JBart,9679
722,iPone,9678
723,GhostDragon,9677
724,TheNogre,9676
725,Adventurer,9676
726,mkn,9675
727,JUSTmalaria,9675
728,Grimaldi,9673
729,SuperPants,9670
730,xiaohun,9670
731,kano,9669
732,muchles,9667
733,DouvAndBeer,9666
734,FranX,9665
735,Murderer,9663
736,四季ナツメ,9663
737,yuanshenqido,9661
738,theking,9661
739,STEEBEETS,9661
740,turtletime99,9661
741,Blirby,9657
742,Gaoqiqiang,9654
743,Nepes,9654
744,ggg233,9653
745,korrodeerida,9647
746,David,9646
747,Maybesola,9646
748,torokeru,9645
749,moyi,9645
750,Yilingsama,9645
751,Boozy,9645
752,Shrimpy,9644
753,Kilo,9643
754,deciBell,9640
755,Kitsune,9635
756,Wulegend,9634
757,Swayyy,9634
758,Nexus,9632
759,Mawilest,9632
760,HurryMyCurry,9632
761,foxy,9631
762,Zarf,9631
763,KSizzle,9627
764,小小食人魔,9624
765,ZLLengFeng,9623
766,varas,9623
767,AveryPhoster,9621
768,bobobuff,9621
769,CNcutyY,9620
770,FeiYun,9620
771,Ichrisbrownu,9620
772,chuibian,9618
773,Lewin,9618
774,mwFAetM,9616
775,OMG,9616
776,Blizzzzay,9615
777,TGO,9615
778,rewind,9614
779,Switch,9613
780,MFCLH,9613
781,Ethan,9613
782,Aldephin,9612
783,時髦的石英色野猴,9610
784,XE098,9609
785,LuckyCindy,9608
786,A119188,9606
787,wobuyaoqimin,9604
788,PrideMoth,9603
789,Shen,9601
790,Nightwalk,9599
791,HappyPenguin,9599
792,DgiN26,9597
793,Tony,9597
794,iddiot,9592
795,QWERTY,9590
796,BeastlyJew,9589
797,EZkill,9587
798,Nefarius,9587
799,Uking,9586
800,BANANA,9584
801,thrdi,9583
802,Mikmik,9581
803,SneakySquid,9579
804,AMD,9577
805,sulia,9572
806,紫色年轮,9572
807,sonder,9571
808,LANG,9571
809,ScuddyPoiBoi,9569
810,Plodlagogin,9565
811,飯島ゆん,9565
812,LAZY,9562
813,SJTULCW,9562
814,Starfall,9562
815,Dawnfinder,9562
816,平淡且真诚,9560
817,Gorgon,9560
818,neverland,9559
819,Stryphe,9559
820,,9559
821,liuyifei,9558
822,疾风,9558
823,Seba,9556
824,shixia,9555
825,sudajiacu,9546
826,pikachu,9543
827,TonyFatCoq,9543
828,Molevd,9543
829,Gavin,9542
830,Arroneno,9542
831,MolarkG,9540
832,badguy,9539
833,MAJEMALLEN,9539
834,yilingsama,9538
835,Laharlz,9536
836,MLS,9535
837,DenDi,9530
838,SKY,9529
839,AgainstAI,9521
840,SHI,9520
841,Erasecar,9518
842,RojNation,9517
843,Rosk,9517
844,mkayretro,9516
845,AnduinLothar,9514
846,PAleNeer,9512
847,こまつこまつこ,9510
848,IVI,9510
849,Yeenor,9509
850,YEAHBUDDY,9509
851,Knightmare,9507
852,onedayxu,9506
853,DogtorShroom,9503
854,Lucky,9502
855,jaymister,9501
856,asd,9499
857,CokaKola,9499
858,IKUN,9498
859,Ginyu,9498
860,DEATHDOS,9496
861,BrokenDreams,9495
862,Koishi,9494
863,Jasmine,9494
864,pogosparky,9494
865,Tommy,9493
866,Boundless,9492
867,Nocturno,9492
868,tsubuann1013,9490
869,PhilomenaGav,9486
870,HideInBush,9485
871,Pooongtan,9485
872,jrok96,9485
873,Rekt,9485
874,joker,9483
875,Kowi,9482
876,YEGOD,9480
877,DenSmith22,9477
878,lamer,9477
879,花齋子,9477
880,chopstix,9476
881,Lne,9474
882,Tacomaster10,9472
883,Bernard,9469
884,Topstylezz,9469
885,DatWifi,9469
886,shuai,9468
887,mimic,9465
888,duangduang,9464
889,zeuis,9464
890,Kwynter,9463
891,linfinityzzz,9462
892,NARI,9461
893,奸詐的霓虹色雪怪,9457
894,vampire,9456
895,WALKNIGHT,9455
896,Failzd,9454
897,Staplers,9454
898,nameko,9453
899,fsGoFrvV,9452
900,IfThenLoop,9451
901,YVESX,9448
902,v0rtex,9447
903,jjlqj,9443
904,ygzzzz,9443
905,kimi,9443
906,josh,9442
907,胜天半子棒棒糖,9442
908,Blackangel,9441
909,tsreyrtsy,9439
910,AMAZ,9438
911,Symphony3301,9437
912,Ransg,9435
913,MPC,9435
914,Tommyvy,9435
915,咆哮的三色獅,9434
916,WAI,9433
917,xiasanity,9433
918,Mountebank,9432
919,蓝桉,9430
920,yog,9429
921,Homer,9429
922,爆踢泥哥,9423
923,整潔的梅色老鷹,9423
924,hitman,9421
925,Bosshoe,9419
926,Silver,9416
927,countchocula,9413
928,Bigby,9410
929,镜彡风影,9410
930,Bspring,9409
931,iceshoesss,9407
932,anaota,9407
933,soupnoodles,9404
934,Shannon,9403
935,Dalykas,9403
936,kunkka,9402
937,wwniyeye1989,9400
938,ArtistAKM,9400
939,Foooz,9398
940,wahuuuuuf,9397
941,prophetgw,9395
942,wellmatched,9395
943,xnmqua,9393
944,花粉症のドワーフ,9391
945,kbrsgsywaju,9391
946,YanShuoZM,9391
947,sammy,9390
948,Boltgun,9390
949,Cluck,9388
950,WMT,9387
951,babayone,9387
952,TheGreatPeng,9387
953,ChaosAuRa,9385
954,wtycb,9381
955,baenugget,9378
956,cesarvilla,9375
957,bigboy,9374
958,CIAOBYChaha,9374
959,avfdgdg,9373
960,NightStriper,9372
961,Farmazolin,9368
962,GaNnn,9366
963,Vinegar,9366
964,foxmax,9365
965,Rengo,9365
966,Dorendalin,9363
967,Malts,9363
968,gat0rs,9362
969,MrAmlice,9358
970,Azyze,9355
971,wpcap,9354
972,CJStupe,9353
973,LavaElekk,9352
974,漫长的,9352
975,katakuchi104,9351
976,AntSharK,9347
977,Rogul,9345
978,更喜欢狗是吗,9344
979,rawnbrawn,9343
980,magates,9342
981,Weggles,9339
982,lokigr,9336
983,jbb,9333
984,niubiplus,9333
985,Slayer,9331
986,asuka,9331
987,LuckyJeff,9330
988,rtey,9325
989,cotton,9325
990,Hulykulani,9324
991,Diesel,9320
992,road,9317
993,Anti,9317
994,Kwe,9315
995,higali,9315
996,Cnight777,9315
997,丁真,9314
998,YangEr,9313
999,xLindy,9313
1000,sanmeng,9311
1001,Swiftwolf,9311
1002,frank,9310
1003,熱心なゴースト,9309
1004,JuggBee,9309
1005,GoDBeSiDeMe,9308
1006,djwcbbbb,9308
1007,Maczorley,9307
1008,GGbond,9306
1009,kan,9304
1010,TankGirl,9302
1011,AlmightyAndy,9301
1012,尊鷹,9301
1013,tommy,9300
1014,illetirate,9299
1015,Jamie,9299
1016,冷靜的綠色鯊魚,9296
1017,爱咬人的小恐龙,9295
1018,lui86,9292
1019,TheShow,9292
1020,toleranceLi,9286
1021,comeoncity,9286
1022,oliveG,9285
1023,Joocestain,9284
1024,linzhijian,9284
1025,Lindanda,9284
1026,l1l1l1l1l1,9282
1027,WOMO,9281
1028,zuoshiqi,9280
1029,ZXG,9278
1030,IIIIII,9278
1031,HongTae,9278
1032,nighsummer,9277
1033,lyh,9277
1034,Baneswolfcry,9277
1035,FREEZA,9276
1036,jakeyka,9274
1037,Chrisp,9274
1038,noth,9272
1039,Zzzzzzzz,9272
1040,CuteBunny,9270
1041,Pieguy,9270
1042,HeroSlayer,9268
1043,Ruriko,9267
1044,Rikka,9266
1045,MIKON,9265
1046,lamingo,9265
1047,CHOU,9265
1048,Tony,9263
1049,tonk,9262
1050,CtrlPaladin,9256
1051,gdoll,9255
1052,Technomancer,9255
1053,weber,9255
1054,rmcf,9254
1055,Um123U,9253
1056,DIEGO,9252
1057,ValillaLeen,9251
1058,Jackwjl,9250
1059,Karma,9249
1060,Arcanight,9249
1061,SandyRavage,9248
1062,raztown,9246
1063,CKBandit,9245
1064,yboya,9244
1065,SeeYouAgain,9242
1066,虫娄虫义,9242
1067,晓幸幸333,9241
1068,完整的亞麻色貓咪,9240
1069,JBpofanglema,9239
1070,Jailbreak,9239
1071,blackshen,9238
1072,mortal,9237
1073,kadasplayer,9237
1074,RobotWizard,9237
1075,分露,9236
1076,Jalexie123,9234
1077,Gold,9234
1078,Daemissary,9232
1079,Yakiniku,9231
1080,ikun,9231
1081,NoBev,9231
1082,xiangsi,9230
1083,Power,9229
1084,PaulZack,9228
1085,kindaichi37,9228
1086,剛李羅,9228
1087,Kazejin,9227
1088,TrickyHunter,9227
1089,MrSCAM,9227
1090,Juicewrld,9226
1091,DharmaBum,9225
1092,QuadNips,9224
1093,FDU,9223
1094,Ferron,9220
1095,Dragon,9216
1096,dobby1,9214
1097,囉嗦的金色法師,9213
1098,FutabaSakura,9212
1099,Linxingyou,9212
1100,Durandal,9212
1101,高挑的棕色蛟龍,9211
1102,RamPage,9208
1103,MightyElf,9207
1104,Hegemonkey,9207
1105,LKTT,9206
1106,Yarnsnip,9205
1107,守拙藏锋,9205
1108,kljtttt,9204
1109,callmebeans,9204
1110,Cong,9203
1111,Solomon,9203
1112,Deltron,9203
1113,njuyangliu,9202
1114,Tsir,9200
1115,aile,9200
1116,Mint,9199
1117,Dylan,9199
1118,Wsbbbbb,9198
1119,ray,9198
1120,qwdwefqevr,9198
1121,Talos,9196
1122,kumiko,9194
1123,word,9194
1124,ManofPhat,9193
1125,สมชาย,9192
1126,poopjr,9191
1127,Systematic,9190
1128,PigeonBlood,9190
1129,smxunpmnn,9186
1130,yanchangxian,9186
1131,tyqsg,9184
1132,张飞非飞飞,9181
1133,Suspicion,9180
1134,Ethan,9180
1135,ZeeJustin,9177
1136,yok1,9177
1137,Alibrain,9177
1138,HUANGSHULANG,9176
1139,sindish1,9175
1140,SlamLee,9175
1141,panda,9175
1142,jellybanana,9174
1143,微醺,9173
1144,Jasper,9173
1145,Pudding,9172
1146,jamoes,9172
1147,zemolee,9171
1148,Toastwithegg,9171
1149,三月七七七,9170
1150,Artemis,9169
1151,RedFlubber,9169
1152,生鏽的檸檬色貓咪,9168
1153,Hospital,9168
1154,scarlhu,9166
1155,tinystar,9166
1156,Ohfimsorry,9166
1157,Exalted,9165
1158,AresWang,9164
1159,stubbornston,9164
1160,alt,9162
1161,silverhawk,9161
1162,SirRicky,9160
1163,Andycc,9160
1164,Forpeople,9160
1165,wjandmy,9159
1166,Desmondharp,9158
1167,C9electroNic,9157
1168,Danman,9155
1169,shimoyu,9154
1170,MatrixBill,9153
1171,Kerkoporta,9152
1172,โร้กสุข,9151
1173,Batero,9151
1174,Akinis,9150
1175,MrKaiser,9150
1176,csyqd1p,9149
1177,hgakkiz,9149
1178,moer,9149
1179,流浪法师,9148
1180,中年二次元,9147
1181,Micahel,9147
1182,RHCElite,9147
1183,pipishushu,9146
1184,chipmunkD,9146
1185,XIANXIE,9146
1186,clong2,9145
1187,Jimineko,9145
1188,鲍勃你三思,9144
1189,joyboy,9144
1190,ABCDEFG,9143
1191,苗條的棕色魔嬰,9143
1192,BeepImaJeep,9143
1193,最後的棕色雪怪,9142
1194,Simple,9141
1195,dabOThaters,9139
1196,Debonair,9137
1197,sing,9136
1198,amon,9136
1199,Risingflies,9136
1200,よしだ,9135
1201,TFLEric,9134
1202,BobPlease,9133
1203,xhmkbk,9133
1204,Nigukah,9133
1205,ABCDEFU,9131
1206,Fuler,9131
1207,Asuna0107,9129
1208,Dakotas,9129
1209,blank,9129
1210,Zorbxyz,9129
1211,TON618,9127
1212,ly2323223,9127
1213,frostedpetal,9126
1214,AbiUwU,9126
1215,DrLazyEyes,9125
1216,Chzai,9125
1217,Opsimath,9124
1218,MooshRum,9124
1219,MlLee,9123
1220,Kirikowaifu,9121
1221,jdawson7,9121
1222,mrwan,9120
1223,BrownTank,9119
1224,ŶĤŴĤ,9116
1225,Serpairius,9114
1226,nagakura,9111
1227,Mask,9110
1228,Kinggoopa,9109
1229,HongYe,9107
1230,RForce,9106
1231,feederrrrrrr,9104
1232,Rezorector,9104
1233,Albthuyy,9103
1234,Dizzlx,9103
1235,diaoshuai,9102
1236,Booker,9102
1237,CrisTalX,9102
1238,Exhale,9101
1239,Woopple,9101
1240,xin1,9101
1241,NightKnight,9100
1242,gy9612550166,9100
1243,Chazm12,9099
1244,sadsadaasdas,9098
1245,GuShi,9098
1246,powersun,9098
1247,XIAOYU,9096
1248,xiangge,9096
1249,happytigerqd,9096
1250,Behemoth,9096
1251,Miracle,9095
1252,OKdTB,9095
